stopinfo_ended;stopinfo_id;stopinfo_initialContainers;stopinfo_initialPersons;stopinfo_lane;stopinfo_loadedContainers;stopinfo_loadedPersons;stopinfo_parking;stopinfo_pos;stopinfo_started;stopinfo_type;stopinfo_unloadedContainers;stopinfo_unloadedPersons
10355.00;jinxie_tricycle_49;0;0;977360507#0_0;0;0;1;1136.47;10295.00;tricycle;0;0
10369.00;dongchong_motorcycle_36;0;0;977360507#0_0;0;0;1;1136.46;10359.00;motorcycle;0;0
10378.00;beibi_motorcycle_73;0;0;-51691749#4_0;0;0;1;143.78;10366.00;motorcycle;0;0
10379.00;beibi_tricycle_73;0;0;-51691749#4_0;0;0;1;143.78;10361.00;tricycle;0;0
10379.00;jinxie_tricycle_76;0;0;977360507#0_0;0;0;1;1136.46;10364.00;tricycle;0;0
10381.00;beibi_tricycle_63;0;0;-51691749#4_0;0;0;1;143.79;10371.00;tricycle;0;0
10385.00;beigang_motorcycle_40;0;0;715792677_0;0;0;1;281.34;10362.00;motorcycle;0;0
10387.00;beibi_tricycle_61;0;0;-51691749#4_0;0;0;1;143.78;10377.00;tricycle;0;0
10390.00;beigang_motorcycle_50;0;0;715792677_0;0;0;1;281.34;10372.00;motorcycle;0;0
10391.00;dongchong_private_27;0;0;977360507#0_0;0;0;1;1136.46;10315.00;private;0;0
10392.00;dongchong_private_40;0;0;977360507#0_0;0;0;1;1136.47;10343.00;private;0;0
10393.00;dongchong_private_54;0;0;977360507#0_0;0;0;1;1136.46;10348.00;private;0;0
10394.00;dongchong_private_22;0;0;977360507#0_0;0;0;1;1136.47;10384.00;private;0;0
10395.00;dongchong_private_65;0;0;977360507#0_0;0;0;1;1136.45;10328.00;private;0;0
10395.00;beigang_tricycle_41;0;0;715792677_0;0;0;1;281.34;10378.00;tricycle;0;0
10396.00;jinxie_private_54;0;0;977360507#0_0;0;0;1;1136.45;10323.00;private;0;0
10397.00;jinxie_private_74;0;0;977360507#0_0;0;0;1;1136.47;10310.00;private;0;0
10398.00;dongchong_taxi_4;0;0;977360507#0_0;0;0;1;1136.46;10354.00;taxi;0;0
10399.00;jinxie_taxi_55;0;0;977360507#0_0;0;0;1;1136.45;10368.00;taxi;0;0
10400.00;jinxie_taxi_66;0;0;977360507#0_0;0;0;1;1136.45;10336.00;taxi;0;0
10401.00;jinxie_taxi_79;0;0;977360507#0_0;0;0;1;1136.46;10390.00;taxi;0;0
10402.00;dongchong_tricycle_17;0;0;977360507#0_0;0;0;1;1136.45;10373.00;tricycle;0;0
10403.00;dongchong_tricycle_28;0;0;977360507#0_0;0;0;1;1136.45;10378.00;tricycle;0;0
10410.00;beigang_tricycle_43;0;0;715792677_0;0;0;1;281.32;10400.00;tricycle;0;0
10418.00;beibi_motorcycle_61;0;0;-51691749#4_0;0;0;1;143.78;10407.00;motorcycle;0;0
10427.00;beigang_motorcycle_44;0;0;715792677_0;0;0;1;281.34;10404.00;motorcycle;0;0
10432.00;beibi_motorcycle_63;0;0;-51691749#4_0;0;0;1;143.76;10417.00;motorcycle;0;0
10432.00;beigang_motorcycle_46;0;0;715792677_0;0;0;1;281.34;10413.00;motorcycle;0;0
10441.00;beibi_tricycle_49;0;0;-51691749#4_0;0;0;1;143.76;10431.00;tricycle;0;0
10446.00;beigang_motorcycle_47;0;0;715792677_0;0;0;1;281.32;10422.00;motorcycle;0;0
10450.00;beigang_motorcycle_55;0;0;715792677_0;0;0;1;281.34;10436.00;motorcycle;0;0
10454.00;beigang_motorcycle_35;0;0;715792677_0;0;0;1;281.34;10441.00;motorcycle;0;0
10460.00;beigang_private_45;0;0;715792677_0;0;0;1;281.32;10367.00;private;0;0
10461.00;beigang_private_46;0;0;715792677_0;0;0;1;281.33;10389.00;private;0;0
10462.00;beigang_private_47;0;0;715792677_0;0;0;1;281.32;10384.00;private;0;0
10463.00;beigang_private_48;0;0;715792677_0;0;0;1;281.34;10409.00;private;0;0
10464.00;beigang_private_51;0;0;715792677_0;0;0;1;281.31;10431.00;private;0;0
10465.00;beigang_private_60;0;0;715792677_0;0;0;1;281.33;10453.00;private;0;0
10466.00;beigang_taxi_46;0;0;715792677_0;0;0;1;281.34;10394.00;taxi;0;0
10467.00;beigang_taxi_48;0;0;715792677_0;0;0;1;281.33;10449.00;taxi;0;0
10468.00;beigang_taxi_50;0;0;715792677_0;0;0;1;281.33;10426.00;taxi;0;0
10469.00;beigang_taxi_53;0;0;715792677_0;0;0;1;281.34;10445.00;taxi;0;0
10470.00;beigang_motorcycle_41;0;0;715792677_0;0;0;1;281.34;10459.00;motorcycle;0;0
10471.00;beigang_tricycle_46;0;0;715792677_0;0;0;1;281.33;10417.00;tricycle;0;0
10473.00;beibi_motorcycle_62;0;0;-51691749#4_0;0;0;1;143.77;10463.00;motorcycle;0;0
10482.00;beibi_private_66;0;0;-51691749#4_0;0;0;1;143.79;10470.00;private;0;0
10488.00;beibi_private_63;0;0;-51691749#4_0;0;0;1;143.75;10478.00;private;0;0
10496.00;beibi_motorcycle_69;0;0;-51691749#4_0;0;0;1;143.76;10481.00;motorcycle;0;0
10498.00;beigang_motorcycle_53;0;0;715792677_0;0;0;1;281.30;10485.00;motorcycle;0;0
10503.00;dongchong_tricycle_36;0;0;977360507#0_0;0;0;1;1136.47;10491.00;tricycle;0;0
10505.00;beibi_taxi_52;0;0;-51691749#4_0;0;0;1;143.76;10495.00;taxi;0;0
10506.00;dongchong_private_6;0;0;977360507#0_0;0;0;1;1136.47;10496.00;private;0;0
10514.00;beibi_private_61;0;0;-51691749#4_0;0;0;1;143.78;10503.00;private;0;0
10523.00;beibi_tricycle_43;0;0;-51691749#4_0;0;0;1;143.79;10513.00;tricycle;0;0
10525.00;houshan_tricycle_31;0;0;1172895350#7_0;0;0;1;654.27;10515.00;tricycle;0;0
10526.00;beigang_motorcycle_56;0;0;715792677_0;0;0;1;281.34;10503.00;motorcycle;0;0
10528.00;dongchong_motorcycle_72;0;0;977360507#0_0;0;0;1;1136.46;10515.00;motorcycle;0;0
10531.00;beibi_private_54;0;0;-51691749#4_0;0;0;1;143.79;10521.00;private;0;0
10533.00;dongchong_private_52;0;0;977360507#0_0;0;0;1;1136.47;10519.00;private;0;0
10534.00;dongchong_taxi_7;0;0;977360507#0_0;0;0;1;1136.47;10502.00;taxi;0;0
10534.00;beigang_private_56;0;0;715792677_0;0;0;1;281.31;10492.00;private;0;0
10535.00;jinxie_motorcycle_60;0;0;977360507#0_0;0;0;1;1136.47;10523.00;motorcycle;0;0
10535.00;beigang_tricycle_52;0;0;715792677_0;0;0;1;281.33;10515.00;tricycle;0;0
10536.00;beigang_tricycle_54;0;0;715792677_0;0;0;1;281.34;10509.00;tricycle;0;0
10537.00;dongchong_private_4;0;0;977360507#0_0;0;0;1;1136.46;10527.00;private;0;0
10542.00;dongchong_taxi_47;0;0;977360507#0_0;0;0;1;1136.47;10532.00;taxi;0;0
10544.00;beigang_motorcycle_51;0;0;715792677_0;0;0;1;281.33;10529.00;motorcycle;0;0
10546.00;houshan_tricycle_35;0;0;1172895350#7_0;0;0;1;654.25;10536.00;tricycle;0;0
10548.00;beigang_tricycle_63;0;0;715792677_0;0;0;1;281.33;10520.00;tricycle;0;0
10552.00;beigang_tricycle_57;0;0;715792677_0;0;0;1;281.32;10539.00;tricycle;0;0
10570.00;beigang_motorcycle_57;0;0;715792677_0;0;0;1;281.34;10559.00;motorcycle;0;0
10571.00;dongchong_motorcycle_52;0;0;977360507#0_0;0;0;1;1136.46;10560.00;motorcycle;0;0
10579.00;dongchong_tricycle_68;0;0;977360507#0_0;0;0;1;1136.45;10565.00;tricycle;0;0
10579.00;beigang_motorcycle_59;0;0;715792677_0;0;0;1;281.34;10556.00;motorcycle;0;0
10586.00;beibi_taxi_70;0;0;-51691749#4_0;0;0;1;143.79;10572.00;taxi;0;0
10588.00;dongchong_tricycle_63;0;0;977360507#0_0;0;0;1;1136.46;10575.00;tricycle;0;0
10589.00;beigang_tricycle_61;0;0;715792677_0;0;0;1;281.30;10575.00;tricycle;0;0
10595.00;beibi_private_67;0;0;-51691749#4_0;0;0;1;143.79;10585.00;private;0;0
10612.00;dongchong_motorcycle_67;0;0;977360507#0_0;0;0;1;1136.45;10602.00;motorcycle;0;0
10612.00;houshan_private_42;0;0;1172895350#7_0;0;0;1;654.29;10602.00;private;0;0
10618.00;beigang_motorcycle_33;0;0;715792677_0;0;0;1;281.33;10605.00;motorcycle;0;0
10619.00;jinxie_tricycle_56;0;0;977360507#0_0;0;0;1;1136.47;10607.00;tricycle;0;0
10624.00;beigang_motorcycle_49;0;0;715792677_0;0;0;1;281.31;10612.00;motorcycle;0;0
10628.00;dongchong_motorcycle_62;0;0;977360507#0_0;0;0;1;1136.46;10618.00;motorcycle;0;0
10628.00;beigang_motorcycle_58;0;0;715792677_0;0;0;1;281.33;10584.00;motorcycle;0;0
10641.00;houshan_private_44;0;0;1172895350#7_0;0;0;1;654.29;10630.00;private;0;0
10642.00;houshan_taxi_42;0;0;1172895350#7_0;0;0;1;654.29;10623.00;taxi;0;0
10644.00;beigang_motorcycle_61;0;0;715792677_0;0;0;1;281.33;10627.00;motorcycle;0;0
10645.00;houshan_private_37;0;0;1172895350#7_0;0;0;1;654.28;10635.00;private;0;0
10646.00;beibi_tricycle_51;0;0;-51691749#4_0;0;0;1;143.78;10636.00;tricycle;0;0
10650.00;houshan_private_40;0;0;1172895350#7_0;0;0;1;654.29;10640.00;private;0;0
10653.00;beigang_motorcycle_62;0;0;715792677_0;0;0;1;281.33;10596.00;motorcycle;0;0
10655.00;dongchong_motorcycle_69;0;0;977360507#0_0;0;0;1;1136.46;10632.00;motorcycle;0;0
10656.00;dongchong_motorcycle_71;0;0;977360507#0_0;0;0;1;1136.46;10645.00;motorcycle;0;0
10658.00;beigang_motorcycle_63;0;0;715792677_0;0;0;1;281.34;10588.00;motorcycle;0;0
10663.00;beibi_tricycle_46;0;0;-51691749#4_0;0;0;1;143.78;10651.00;tricycle;0;0
10663.00;beigang_motorcycle_64;0;0;715792677_0;0;0;1;281.33;10609.00;motorcycle;0;0
10664.00;beigang_motorcycle_70;0;0;715792677_0;0;0;1;281.31;10647.00;motorcycle;0;0
10669.00;houshan_tricycle_38;0;0;1172895350#7_0;0;0;1;654.29;10659.00;tricycle;0;0
10671.00;dongchong_tricycle_5;0;0;977360507#0_0;0;0;1;1136.46;10660.00;tricycle;0;0
10672.00;beibi_motorcycle_51;0;0;-51691749#4_0;0;0;1;143.78;10662.00;motorcycle;0;0
10673.00;beigang_private_59;0;0;715792677_0;0;0;1;281.33;10578.00;private;0;0
10674.00;beigang_tricycle_59;0;0;715792677_0;0;0;1;281.34;10600.00;tricycle;0;0
10676.00;dongchong_tricycle_38;0;0;977360507#0_0;0;0;1;1136.47;10665.00;tricycle;0;0
10679.00;beigang_tricycle_65;0;0;715792677_0;0;0;1;281.34;10668.00;tricycle;0;0
10686.00;dongchong_tricycle_39;0;0;977360507#0_0;0;0;1;1136.46;10642.00;tricycle;0;0
10691.00;dongchong_tricycle_79;0;0;977360507#0_0;0;0;1;1136.47;10649.00;tricycle;0;0
10692.00;beigang_tricycle_66;0;0;715792677_0;0;0;1;281.31;10632.00;tricycle;0;0
10693.00;beigang_tricycle_68;0;0;715792677_0;0;0;1;281.33;10638.00;tricycle;0;0
10704.00;beigang_motorcycle_74;0;0;715792677_0;0;0;1;281.34;10684.00;motorcycle;0;0
10705.00;houshan_private_45;0;0;1172895350#7_0;0;0;1;654.29;10695.00;private;0;0
10710.00;dongchong_motorcycle_7;0;0;977360507#0_0;0;0;1;1136.47;10690.00;motorcycle;0;0
10711.00;beibi_private_41;0;0;-51691749#4_0;0;0;1;143.79;10694.00;private;0;0
10715.00;beibi_tricycle_44;0;0;-51691749#4_0;0;0;1;143.77;10705.00;tricycle;0;0
10718.00;beigang_private_61;0;0;715792677_0;0;0;1;281.34;10551.00;private;0;0
10719.00;beigang_motorcycle_69;0;0;715792677_0;0;0;1;281.33;10700.00;motorcycle;0;0
10720.00;beibi_motorcycle_54;0;0;-51691749#4_0;0;0;1;143.79;10710.00;motorcycle;0;0
10724.00;beigang_motorcycle_76;0;0;715792677_0;0;0;1;281.33;10707.00;motorcycle;0;0
10730.00;beigang_motorcycle_79;0;0;715792677_0;0;0;1;281.30;10687.00;motorcycle;0;0
10736.00;dongchong_private_2;0;0;977360507#0_0;0;0;1;1136.47;10654.00;private;0;0
10737.00;dongchong_motorcycle_54;0;0;977360507#0_0;0;0;1;1136.45;10702.00;motorcycle;0;0
10739.00;houshan_private_41;0;0;1172895350#7_0;0;0;1;654.28;10725.00;private;0;0
10740.00;houshan_private_46;0;0;1172895350#7_0;0;0;1;654.28;10717.00;private;0;0
10741.00;dongchong_motorcycle_66;0;0;977360507#0_0;0;0;1;1136.46;10680.00;motorcycle;0;0
10741.00;houshan_taxi_43;0;0;1172895350#7_0;0;0;1;654.25;10711.00;taxi;0;0
10742.00;houshan_motorcycle_46;0;0;1172895350#7_0;0;0;1;654.27;10730.00;motorcycle;0;0
10747.00;beibi_private_56;0;0;-51691749#4_0;0;0;1;143.77;10731.00;private;0;0
10748.00;beibi_motorcycle_70;0;0;-51691749#4_0;0;0;1;143.77;10736.00;motorcycle;0;0
10748.00;beigang_tricycle_71;0;0;715792677_0;0;0;1;281.34;10697.00;tricycle;0;0
10750.00;dongchong_motorcycle_70;0;0;977360507#0_0;0;0;1;1136.46;10706.00;motorcycle;0;0
10752.00;houshan_motorcycle_44;0;0;1172895350#7_0;0;0;1;654.26;10738.00;motorcycle;0;0
10755.00;beibi_tricycle_64;0;0;-51691749#4_0;0;0;1;143.77;10742.00;tricycle;0;0
10755.00;beigang_motorcycle_52;0;0;715792677_0;0;0;1;281.34;10737.00;motorcycle;0;0
10760.00;beigang_motorcycle_75;0;0;715792677_0;0;0;1;281.34;10734.00;motorcycle;0;0
10762.00;beibi_motorcycle_78;0;0;-51691749#4_0;0;0;1;143.78;10746.00;motorcycle;0;0
10764.00;beibi_tricycle_53;0;0;-51691749#4_0;0;0;1;143.78;10754.00;tricycle;0;0
10765.00;dongchong_tricycle_6;0;0;977360507#0_0;0;0;1;1136.45;10716.00;tricycle;0;0
10765.00;houshan_taxi_46;0;0;1172895350#7_0;0;0;1;654.28;10734.00;taxi;0;0
10766.00;houshan_taxi_48;0;0;1172895350#7_0;0;0;1;654.28;10750.00;taxi;0;0
10770.00;dongchong_tricycle_9;0;0;977360507#0_0;0;0;1;1136.46;10726.00;tricycle;0;0
10771.00;beibi_taxi_51;0;0;-51691749#4_0;0;0;1;143.79;10761.00;taxi;0;0
10772.00;beigang_tricycle_32;0;0;715792677_0;0;0;1;281.32;10741.00;tricycle;0;0
10776.00;dongchong_tricycle_11;0;0;977360507#0_0;0;0;1;1136.46;10720.00;tricycle;0;0
10777.00;houshan_private_51;0;0;1172895350#7_0;0;0;1;654.28;10759.00;private;0;0
10778.00;beigang_motorcycle_32;0;0;715792677_0;0;0;1;281.33;10767.00;motorcycle;0;0
10778.00;houshan_tricycle_42;0;0;1172895350#7_0;0;0;1;654.28;10755.00;tricycle;0;0
10779.00;beigang_tricycle_33;0;0;715792677_0;0;0;1;281.34;10763.00;tricycle;0;0
10779.00;houshan_motorcycle_49;0;0;1172895350#7_0;0;0;1;654.28;10769.00;motorcycle;0;0
10780.00;dongchong_tricycle_45;0;0;977360507#0_0;0;0;1;1136.47;10745.00;tricycle;0;0
10780.00;houshan_tricycle_44;0;0;1172895350#7_0;0;0;1;654.27;10764.00;tricycle;0;0
10781.00;houshan_tricycle_34;0;0;1172895350#7_0;0;0;1;654.29;10771.00;tricycle;0;0
10784.00;dongchong_tricycle_48;0;0;977360507#0_0;0;0;1;1136.47;10760.00;tricycle;0;0
10788.00;dongchong_tricycle_62;0;0;977360507#0_0;0;0;1;1136.45;10731.00;tricycle;0;0
10789.00;houshan_taxi_53;0;0;1172895350#7_0;0;0;1;654.28;10776.00;taxi;0;0
10792.00;beigang_tricycle_31;0;0;715792677_0;0;0;1;281.33;10782.00;tricycle;0;0
10793.00;beigang_tricycle_72;0;0;715792677_0;0;0;1;281.34;10711.00;tricycle;0;0
10797.00;dongchong_private_3;0;0;977360507#0_0;0;0;1;1136.46;10787.00;private;0;0
10798.00;jinxie_tricycle_59;0;0;977360507#0_0;0;0;1;1136.47;10697.00;tricycle;0;0
10798.00;houshan_taxi_44;0;0;1172895350#7_0;0;0;1;654.28;10788.00;taxi;0;0
10799.00;beigang_tricycle_37;0;0;715792677_0;0;0;1;281.34;10786.00;tricycle;0;0
10803.00;dongchong_tricycle_44;0;0;977360507#0_0;0;0;1;1136.47;10791.00;tricycle;0;0
10806.00;beibi_tricycle_76;0;0;-51691749#4_0;0;0;1;143.79;10790.00;tricycle;0;0
10807.00;beigang_private_34;0;0;715792677_0;0;0;1;281.34;10759.00;private;0;0
10808.00;beigang_private_39;0;0;715792677_0;0;0;1;281.34;10777.00;private;0;0
10809.00;jinxie_tricycle_60;0;0;977360507#0_0;0;0;1;1136.46;10754.00;tricycle;0;0
10809.00;beigang_private_62;0;0;715792677_0;0;0;1;281.34;10547.00;private;0;0
10810.00;beigang_private_63;0;0;715792677_0;0;0;1;281.31;10564.00;private;0;0
10811.00;beigang_private_66;0;0;715792677_0;0;0;1;281.33;10617.00;private;0;0
10812.00;beigang_private_68;0;0;715792677_0;0;0;1;281.33;10525.00;private;0;0
10813.00;beigang_private_71;0;0;715792677_0;0;0;1;281.34;10662.00;private;0;0
10814.00;beigang_private_73;0;0;715792677_0;0;0;1;281.34;10652.00;private;0;0
10815.00;beibi_taxi_58;0;0;-51691749#4_0;0;0;1;143.78;10805.00;taxi;0;0
10815.00;dongchong_motorcycle_44;0;0;977360507#0_0;0;0;1;1136.46;10802.00;motorcycle;0;0
10815.00;beigang_private_76;0;0;715792677_0;0;0;1;281.34;10703.00;private;0;0
10816.00;beigang_private_77;0;0;715792677_0;0;0;1;281.32;10691.00;private;0;0
10817.00;beigang_taxi_32;0;0;715792677_0;0;0;1;281.34;10771.00;taxi;0;0
10818.00;beigang_taxi_35;0;0;715792677_0;0;0;1;281.34;10754.00;taxi;0;0
10819.00;beigang_taxi_36;0;0;715792677_0;0;0;1;281.32;10806.00;taxi;0;0
10820.00;beibi_taxi_72;0;0;-51691749#4_0;0;0;1;143.78;10810.00;taxi;0;0
10820.00;beigang_taxi_47;0;0;715792677_0;0;0;1;281.34;10497.00;taxi;0;0
10821.00;beigang_taxi_51;0;0;715792677_0;0;0;1;281.34;10569.00;taxi;0;0
10822.00;beigang_taxi_57;0;0;715792677_0;0;0;1;281.32;10533.00;taxi;0;0
10823.00;beigang_taxi_63;0;0;715792677_0;0;0;1;281.33;10543.00;taxi;0;0
10824.00;beigang_taxi_64;0;0;715792677_0;0;0;1;281.31;10623.00;taxi;0;0
10825.00;beigang_taxi_66;0;0;715792677_0;0;0;1;281.32;10643.00;taxi;0;0
10826.00;beigang_taxi_67;0;0;715792677_0;0;0;1;281.31;10592.00;taxi;0;0
10827.00;beigang_taxi_69;0;0;715792677_0;0;0;1;281.30;10798.00;taxi;0;0
10828.00;beigang_taxi_73;0;0;715792677_0;0;0;1;281.33;10672.00;taxi;0;0
10829.00;beigang_taxi_75;0;0;715792677_0;0;0;1;281.31;10657.00;taxi;0;0
10830.00;beigang_taxi_76;0;0;715792677_0;0;0;1;281.32;10723.00;taxi;0;0
10831.00;beigang_taxi_77;0;0;715792677_0;0;0;1;281.33;10729.00;taxi;0;0
10832.00;beigang_taxi_78;0;0;715792677_0;0;0;1;281.33;10678.00;taxi;0;0
10833.00;houshan_private_60;0;0;1172895350#7_0;0;0;1;654.28;10816.00;private;0;0
10833.00;beigang_taxi_79;0;0;715792677_0;0;0;1;281.34;10717.00;taxi;0;0
10834.00;houshan_taxi_51;0;0;1172895350#7_0;0;0;1;654.29;10805.00;taxi;0;0
10834.00;beigang_motorcycle_72;0;0;715792677_0;0;0;1;281.34;10791.00;motorcycle;0;0
10835.00;houshan_tricycle_46;0;0;1172895350#7_0;0;0;1;654.27;10823.00;tricycle;0;0
10835.00;beigang_motorcycle_73;0;0;715792677_0;0;0;1;281.32;10803.00;motorcycle;0;0
10838.00;houshan_private_58;0;0;1172895350#7_0;0;0;1;654.28;10828.00;private;0;0
10841.00;beigang_tricycle_78;0;0;715792677_0;0;0;1;281.32;10747.00;tricycle;0;0
10847.00;beibi_taxi_49;0;0;-51691749#4_0;0;0;1;143.78;10837.00;taxi;0;0
10850.00;dongchong_private_7;0;0;977360507#0_0;0;0;1;1136.47;10636.00;private;0;0
10850.00;beigang_taxi_55;0;0;715792677_0;0;0;1;281.32;10840.00;taxi;0;0
10851.00;dongchong_motorcycle_68;0;0;977360507#0_0;0;0;1;1136.46;10840.00;motorcycle;0;0
10853.00;beibi_tricycle_54;0;0;-51691749#4_0;0;0;1;143.79;10843.00;tricycle;0;0
10855.00;houshan_motorcycle_39;0;0;1172895350#7_0;0;0;1;654.28;10842.00;motorcycle;0;0
10857.00;dongchong_motorcycle_73;0;0;977360507#0_0;0;0;1;1136.46;10837.00;motorcycle;0;0
10858.00;dongchong_motorcycle_74;0;0;977360507#0_0;0;0;1;1136.45;10844.00;motorcycle;0;0
10863.00;houshan_private_59;0;0;1172895350#7_0;0;0;1;654.28;10832.00;private;0;0
10864.00;houshan_taxi_56;0;0;1172895350#7_0;0;0;1;654.29;10854.00;taxi;0;0
10869.00;dongchong_tricycle_7;0;0;977360507#0_0;0;0;1;1136.45;10834.00;tricycle;0;0
10870.00;houshan_motorcycle_53;0;0;1172895350#7_0;0;0;1;654.27;10850.00;motorcycle;0;0
10871.00;houshan_tricycle_43;0;0;1172895350#7_0;0;0;1;654.26;10847.00;tricycle;0;0
10872.00;houshan_motorcycle_36;0;0;1172895350#7_0;0;0;1;654.28;10862.00;motorcycle;0;0
10873.00;houshan_tricycle_53;0;0;1172895350#7_0;0;0;1;654.29;10859.00;tricycle;0;0
10875.00;beigang_tricycle_42;0;0;715792677_0;0;0;1;281.33;10865.00;tricycle;0;0
10878.00;beigang_motorcycle_78;0;0;715792677_0;0;0;1;281.33;10868.00;motorcycle;0;0
10881.00;dongchong_tricycle_32;0;0;977360507#0_0;0;0;1;1136.45;10863.00;tricycle;0;0
10881.00;houshan_motorcycle_57;0;0;1172895350#7_0;0;0;1;654.26;10869.00;motorcycle;0;0
10890.00;houshan_motorcycle_38;0;0;1172895350#7_0;0;0;1;654.25;10880.00;motorcycle;0;0
10892.00;dongchong_tricycle_43;0;0;977360507#0_0;0;0;1;1136.45;10875.00;tricycle;0;0
10920.00;houshan_motorcycle_59;0;0;1172895350#7_0;0;0;1;654.28;10908.00;motorcycle;0;0
10922.00;dongchong_motorcycle_2;0;0;977360507#0_0;0;0;1;1136.45;10901.00;motorcycle;0;0
10924.00;beibi_motorcycle_74;0;0;-51691749#4_0;0;0;1;143.78;10914.00;motorcycle;0;0
10934.00;houshan_private_38;0;0;1172895350#7_0;0;0;1;654.26;10905.00;private;0;0
10935.00;houshan_private_62;0;0;1172895350#7_0;0;0;1;654.28;10913.00;private;0;0
10936.00;houshan_taxi_58;0;0;1172895350#7_0;0;0;1;654.29;10919.00;taxi;0;0
10937.00;houshan_private_67;0;0;1172895350#7_0;0;0;1;654.28;10927.00;private;0;0
10937.00;beigang_taxi_44;0;0;715792677_0;0;0;1;281.34;10922.00;taxi;0;0
10938.00;dongchong_motorcycle_13;0;0;977360507#0_0;0;0;1;1136.45;10897.00;motorcycle;0;0
10938.00;houshan_motorcycle_48;0;0;1172895350#7_0;0;0;1;654.28;10923.00;motorcycle;0;0
10938.00;beigang_motorcycle_67;0;0;715792677_0;0;0;1;281.32;10926.00;motorcycle;0;0
10942.00;dongchong_motorcycle_43;0;0;977360507#0_0;0;0;1;1136.45;10905.00;motorcycle;0;0
10943.00;houshan_private_69;0;0;1172895350#7_0;0;0;1;654.29;10933.00;private;0;0
10947.00;beigang_motorcycle_68;0;0;715792677_0;0;0;1;281.34;10936.00;motorcycle;0;0
10948.00;dongchong_motorcycle_24;0;0;977360507#0_0;0;0;1;1136.47;10934.00;motorcycle;0;0
10948.00;beigang_tricycle_44;0;0;715792677_0;0;0;1;281.33;10932.00;tricycle;0;0
10961.00;houshan_tricycle_65;0;0;1172895350#7_0;0;0;1;654.28;10951.00;tricycle;0;0
10961.00;beigang_private_43;0;0;715792677_0;0;0;1;281.33;10946.00;private;0;0
10966.00;dongchong_private_9;0;0;977360507#0_0;0;0;1;1136.44;10578.00;private;0;0
10966.00;houshan_tricycle_63;0;0;1172895350#7_0;0;0;1;654.29;10956.00;tricycle;0;0
10966.00;beigang_private_53;0;0;715792677_0;0;0;1;281.34;10955.00;private;0;0
10967.00;dongchong_private_12;0;0;977360507#0_0;0;0;1;1136.46;10921.00;private;0;0
10968.00;dongchong_private_13;0;0;977360507#0_0;0;0;1;1136.45;10587.00;private;0;0
10969.00;dongchong_private_15;0;0;977360507#0_0;0;0;1;1136.45;10891.00;private;0;0
10970.00;dongchong_private_16;0;0;977360507#0_0;0;0;1;1136.46;10937.00;private;0;0
10970.00;beigang_private_50;0;0;715792677_0;0;0;1;281.34;10960.00;private;0;0
10971.00;dongchong_private_24;0;0;977360507#0_0;0;0;1;1136.46;10868.00;private;0;0
10972.00;dongchong_private_37;0;0;977360507#0_0;0;0;1;1136.46;10592.00;private;0;0
10973.00;dongchong_private_41;0;0;977360507#0_0;0;0;1;1136.46;10856.00;private;0;0
10974.00;dongchong_private_45;0;0;977360507#0_0;0;0;1;1136.46;10880.00;private;0;0
10975.00;dongchong_private_53;0;0;977360507#0_0;0;0;1;1136.46;10941.00;private;0;0
10975.00;beigang_taxi_54;0;0;715792677_0;0;0;1;281.32;10965.00;taxi;0;0
10976.00;dongchong_private_62;0;0;977360507#0_0;0;0;1;1136.47;10623.00;private;0;0
10977.00;dongchong_private_67;0;0;977360507#0_0;0;0;1;1136.44;10828.00;private;0;0
10978.00;dongchong_private_71;0;0;977360507#0_0;0;0;1;1136.45;10764.00;private;0;0
10979.00;dongchong_private_73;0;0;977360507#0_0;0;0;1;1136.45;10849.00;private;0;0
10980.00;dongchong_private_76;0;0;977360507#0_0;0;0;1;1136.47;10775.00;private;0;0
10981.00;dongchong_private_78;0;0;977360507#0_0;0;0;1;1136.44;10779.00;private;0;0
10982.00;beibi_tricycle_41;0;0;-51691749#4_0;0;0;1;143.74;10972.00;tricycle;0;0
10984.00;houshan_private_64;0;0;1172895350#7_0;0;0;1;654.28;10974.00;private;0;0
10996.00;dongchong_taxi_2;0;0;977360507#0_0;0;0;1;1136.46;10570.00;taxi;0;0
10997.00;dongchong_taxi_3;0;0;977360507#0_0;0;0;1;1136.47;10627.00;taxi;0;0
10998.00;dongchong_taxi_8;0;0;977360507#0_0;0;0;1;1136.46;10769.00;taxi;0;0
10999.00;dongchong_taxi_9;0;0;977360507#0_0;0;0;1;1136.47;10818.00;taxi;0;0
11000.00;dongchong_taxi_10;0;0;977360507#0_0;0;0;1;1136.46;10783.00;taxi;0;0
11001.00;dongchong_taxi_12;0;0;977360507#0_0;0;0;1;1136.46;10611.00;taxi;0;0
11002.00;dongchong_taxi_13;0;0;977360507#0_0;0;0;1;1136.46;10685.00;taxi;0;0
11003.00;dongchong_taxi_15;0;0;977360507#0_0;0;0;1;1136.45;10675.00;taxi;0;0
11004.00;dongchong_taxi_23;0;0;977360507#0_0;0;0;1;1136.46;10947.00;taxi;0;0
11005.00;dongchong_taxi_41;0;0;977360507#0_0;0;0;1;1136.46;10814.00;taxi;0;0
11006.00;dongchong_taxi_42;0;0;977360507#0_0;0;0;1;1136.46;10670.00;taxi;0;0
11006.00;houshan_taxi_70;0;0;1172895350#7_0;0;0;1;654.25;10994.00;taxi;0;0
