stopinfo_ended;stopinfo_id;stopinfo_initialContainers;stopinfo_initialPersons;stopinfo_lane;stopinfo_loadedContainers;stopinfo_loadedPersons;stopinfo_parking;stopinfo_pos;stopinfo_started;stopinfo_type;stopinfo_unloadedContainers;stopinfo_unloadedPersons
5058.00;xiahu_taxi_12;0;0;1172895350#7_0;0;0;1;654.28;4803.00;taxi;0;0
5059.00;xiahu_taxi_15;0;0;1172895350#7_0;0;0;1;654.29;4819.00;taxi;0;0
5060.00;xiahu_taxi_16;0;0;1172895350#7_0;0;0;1;654.29;4897.00;taxi;0;0
5067.00;xiahu_taxi_17;0;0;1172895350#7_0;0;0;1;654.29;4874.00;taxi;0;0
5068.00;xiahu_taxi_18;0;0;1172895350#7_0;0;0;1;654.27;4840.00;taxi;0;0
5069.00;xiahu_taxi_19;0;0;1172895350#7_0;0;0;1;654.25;4854.00;taxi;0;0
5070.00;xiahu_taxi_20;0;0;1172895350#7_0;0;0;1;654.29;4869.00;taxi;0;0
5071.00;xiahu_taxi_21;0;0;1172895350#7_0;0;0;1;654.29;5003.00;taxi;0;0
5072.00;xiahu_taxi_22;0;0;1172895350#7_0;0;0;1;654.26;4986.00;taxi;0;0
5073.00;xiahu_taxi_23;0;0;1172895350#7_0;0;0;1;654.28;4974.00;taxi;0;0
5074.00;xiahu_taxi_24;0;0;1172895350#7_0;0;0;1;654.29;5042.00;taxi;0;0
5075.00;xiahu_taxi_25;0;0;1172895350#7_0;0;0;1;654.28;4990.00;taxi;0;0
5076.00;xiahu_motorcycle_23;0;0;1172895350#7_0;0;0;1;654.29;5066.00;motorcycle;0;0
5077.00;xiahu_motorcycle_24;0;0;1172895350#7_0;0;0;1;654.28;5032.00;motorcycle;0;0
5081.00;xiahu_motorcycle_25;0;0;1172895350#7_0;0;0;1;654.29;5052.00;motorcycle;0;0
5082.00;xiahu_tricycle_20;0;0;1172895350#7_0;0;0;1;654.25;5023.00;tricycle;0;0
5083.00;xiahu_tricycle_21;0;0;1172895350#7_0;0;0;1;654.26;5028.00;tricycle;0;0
5084.00;xiahu_tricycle_22;0;0;1172895350#7_0;0;0;1;654.29;5038.00;tricycle;0;0
5111.00;xiahu_motorcycle_19;0;0;1172895350#7_0;0;0;1;654.28;5092.00;motorcycle;0;0
5112.00;xiahu_private_25;0;0;1172895350#7_0;0;0;1;654.29;5102.00;private;0;0
5113.00;xiahu_motorcycle_20;0;0;1172895350#7_0;0;0;1;654.29;5080.00;motorcycle;0;0
5114.00;xiahu_tricycle_23;0;0;1172895350#7_0;0;0;1;654.29;5097.00;tricycle;0;0
5115.00;xiahu_motorcycle_22;0;0;1172895350#7_0;0;0;1;654.28;5105.00;motorcycle;0;0
5130.00;xiahu_taxi_27;0;0;1172895350#7_0;0;0;1;654.29;5110.00;taxi;0;0
5135.00;xiahu_private_29;0;0;1172895350#7_0;0;0;1;654.28;5125.00;private;0;0
5139.00;xiahu_motorcycle_28;0;0;1172895350#7_0;0;0;1;654.25;5129.00;motorcycle;0;0
5157.00;xiahu_tricycle_27;0;0;1172895350#7_0;0;0;1;654.26;5143.00;tricycle;0;0
5158.00;xiahu_motorcycle_26;0;0;1172895350#7_0;0;0;1;654.27;5148.00;motorcycle;0;0
5178.00;jinxie_tricycle_0;0;0;977360507#0_0;0;0;1;1136.46;5168.00;tricycle;0;0
5206.00;xiahu_private_31;0;0;1172895350#7_0;0;0;1;654.29;5194.00;private;0;0
5207.00;xiahu_private_32;0;0;1172895350#7_0;0;0;1;654.29;5156.00;private;0;0
5208.00;xiahu_taxi_26;0;0;1172895350#7_0;0;0;1;654.28;5174.00;taxi;0;0
5218.00;xiahu_taxi_28;0;0;1172895350#7_0;0;0;1;654.27;5169.00;taxi;0;0
5219.00;xiahu_taxi_29;0;0;1172895350#7_0;0;0;1;654.28;5181.00;taxi;0;0
5220.00;xiahu_taxi_30;0;0;1172895350#7_0;0;0;1;654.25;5190.00;taxi;0;0
5221.00;xiahu_taxi_32;0;0;1172895350#7_0;0;0;1;654.28;5185.00;taxi;0;0
5221.00;jinxie_private_2;0;0;977360507#0_0;0;0;1;1136.44;5210.00;private;0;0
5222.00;xiahu_tricycle_26;0;0;1172895350#7_0;0;0;1;654.27;5205.00;tricycle;0;0
5222.00;jinxie_motorcycle_0;0;0;977360507#0_0;0;0;1;1136.46;5207.00;motorcycle;0;0
5223.00;xiahu_tricycle_28;0;0;1172895350#7_0;0;0;1;654.28;5199.00;tricycle;0;0
5224.00;xiahu_tricycle_29;0;0;1172895350#7_0;0;0;1;654.29;5213.00;tricycle;0;0
5225.00;jinxie_private_1;0;0;977360507#0_0;0;0;1;1136.44;5215.00;private;0;0
5227.00;xiahu_taxi_34;0;0;1172895350#7_0;0;0;1;654.29;5217.00;taxi;0;0
5230.00;jinxie_private_4;0;0;977360507#0_0;0;0;1;1136.46;5220.00;private;0;0
5252.00;xiahu_motorcycle_29;0;0;1172895350#7_0;0;0;1;654.27;5240.00;motorcycle;0;0
5253.00;xiahu_motorcycle_30;0;0;1172895350#7_0;0;0;1;654.28;5233.00;motorcycle;0;0
5254.00;xiahu_motorcycle_27;0;0;1172895350#7_0;0;0;1;654.27;5244.00;motorcycle;0;0
5264.00;xiahu_tricycle_30;0;0;1172895350#7_0;0;0;1;654.25;5251.00;tricycle;0;0
5284.00;jinxie_taxi_2;0;0;977360507#0_0;0;0;1;1136.45;5272.00;taxi;0;0
5287.00;xiahu_motorcycle_31;0;0;1172895350#7_0;0;0;1;654.26;5273.00;motorcycle;0;0
5289.00;jinxie_private_5;0;0;977360507#0_0;0;0;1;1136.46;5279.00;private;0;0
5293.00;jinxie_taxi_3;0;0;977360507#0_0;0;0;1;1136.45;5283.00;taxi;0;0
5305.00;xiahu_tricycle_32;0;0;1172895350#7_0;0;0;1;654.27;5282.00;tricycle;0;0
5309.00;xiahu_private_30;0;0;1172895350#7_0;0;0;1;654.26;5259.00;private;0;0
5310.00;xiahu_private_33;0;0;1172895350#7_0;0;0;1;654.26;5269.00;private;0;0
5311.00;xiahu_private_36;0;0;1172895350#7_0;0;0;1;654.26;5296.00;private;0;0
5312.00;xiahu_private_37;0;0;1172895350#7_0;0;0;1;654.27;5286.00;private;0;0
5313.00;xiahu_taxi_33;0;0;1172895350#7_0;0;0;1;654.27;5263.00;taxi;0;0
5314.00;xiahu_taxi_35;0;0;1172895350#7_0;0;0;1;654.29;5248.00;taxi;0;0
5315.00;xiahu_motorcycle_35;0;0;1172895350#7_0;0;0;1;654.28;5304.00;motorcycle;0;0
5316.00;xiahu_tricycle_31;0;0;1172895350#7_0;0;0;1;654.29;5300.00;tricycle;0;0
5317.00;xiahu_tricycle_33;0;0;1172895350#7_0;0;0;1;654.28;5277.00;tricycle;0;0
5317.00;jinxie_taxi_0;0;0;977360507#0_0;0;0;1;1136.47;5307.00;taxi;0;0
5318.00;xiahu_motorcycle_34;0;0;1172895350#7_0;0;0;1;654.29;5308.00;motorcycle;0;0
5325.00;xiahu_tricycle_34;0;0;1172895350#7_0;0;0;1;654.29;5291.00;tricycle;0;0
5338.00;xiahu_private_34;0;0;1172895350#7_0;0;0;1;654.27;5324.00;private;0;0
5339.00;jinxie_taxi_4;0;0;977360507#0_0;0;0;1;1136.47;5329.00;taxi;0;0
5356.00;xiahu_private_35;0;0;1172895350#7_0;0;0;1;654.28;5343.00;private;0;0
5357.00;xiahu_private_40;0;0;1172895350#7_0;0;0;1;654.28;5331.00;private;0;0
5358.00;xiahu_private_41;0;0;1172895350#7_0;0;0;1;654.25;5337.00;private;0;0
5361.00;jinxie_private_3;0;0;977360507#0_0;0;0;1;1136.46;5351.00;private;0;0
5365.00;xiahu_private_39;0;0;1172895350#7_0;0;0;1;654.26;5355.00;private;0;0
5366.00;xiahu_taxi_31;0;0;1172895350#7_0;0;0;1;654.27;5347.00;taxi;0;0
5367.00;xiahu_motorcycle_40;0;0;1172895350#7_0;0;0;1;654.27;5351.00;motorcycle;0;0
5388.00;xiahu_motorcycle_33;0;0;1172895350#7_0;0;0;1;654.28;5376.00;motorcycle;0;0
5388.00;jinxie_taxi_1;0;0;977360507#0_0;0;0;1;1136.47;5378.00;taxi;0;0
5393.00;xiahu_taxi_40;0;0;1172895350#7_0;0;0;1;654.27;5364.00;taxi;0;0
5393.00;jinxie_taxi_5;0;0;977360507#0_0;0;0;1;1136.46;5383.00;taxi;0;0
5394.00;xiahu_tricycle_37;0;0;1172895350#7_0;0;0;1;654.27;5382.00;tricycle;0;0
5397.00;xiahu_taxi_36;0;0;1172895350#7_0;0;0;1;654.29;5387.00;taxi;0;0
5405.00;xiahu_taxi_37;0;0;1172895350#7_0;0;0;1;654.29;5392.00;taxi;0;0
5414.00;xiahu_private_38;0;0;1172895350#7_0;0;0;1;654.28;5404.00;private;0;0
5468.00;xiahu_motorcycle_32;0;0;1172895350#7_0;0;0;1;654.29;5457.00;motorcycle;0;0
5469.00;xiahu_motorcycle_39;0;0;1172895350#7_0;0;0;1;654.28;5443.00;motorcycle;0;0
5474.00;jinxie_tricycle_4;0;0;977360507#0_0;0;0;1;1136.47;5464.00;tricycle;0;0
5482.00;xiahu_tricycle_35;0;0;1172895350#7_0;0;0;1;654.28;5462.00;tricycle;0;0
5488.00;xiahu_tricycle_40;0;0;1172895350#7_0;0;0;1;654.28;5452.00;tricycle;0;0
5493.00;xiahu_motorcycle_36;0;0;1172895350#7_0;0;0;1;654.26;5477.00;motorcycle;0;0
5497.00;xiahu_motorcycle_37;0;0;1172895350#7_0;0;0;1;654.29;5487.00;motorcycle;0;0
5501.00;jinxie_private_8;0;0;977360507#0_0;0;0;1;1136.45;5491.00;private;0;0
5515.00;xiahu_private_28;0;0;1172895350#7_0;0;0;1;654.28;5432.00;private;0;0
5516.00;xiahu_private_43;0;0;1172895350#7_0;0;0;1;654.27;5467.00;private;0;0
5517.00;xiahu_private_44;0;0;1172895350#7_0;0;0;1;654.28;5481.00;private;0;0
5518.00;xiahu_taxi_38;0;0;1172895350#7_0;0;0;1;654.28;5447.00;taxi;0;0
5519.00;xiahu_taxi_39;0;0;1172895350#7_0;0;0;1;654.29;5438.00;taxi;0;0
5520.00;xiahu_taxi_41;0;0;1172895350#7_0;0;0;1;654.27;5492.00;taxi;0;0
5521.00;xiahu_taxi_44;0;0;1172895350#7_0;0;0;1;654.28;5496.00;taxi;0;0
5522.00;xiahu_motorcycle_44;0;0;1172895350#7_0;0;0;1;654.25;5510.00;motorcycle;0;0
5523.00;xiahu_tricycle_39;0;0;1172895350#7_0;0;0;1;654.28;5474.00;tricycle;0;0
5524.00;xiahu_tricycle_42;0;0;1172895350#7_0;0;0;1;654.26;5506.00;tricycle;0;0
5524.00;jinxie_private_7;0;0;977360507#0_0;0;0;1;1136.46;5510.00;private;0;0
5525.00;xiahu_tricycle_43;0;0;1172895350#7_0;0;0;1;654.27;5514.00;tricycle;0;0
5530.00;xiahu_tricycle_44;0;0;1172895350#7_0;0;0;1;654.27;5501.00;tricycle;0;0
5533.00;jinxie_private_6;0;0;977360507#0_0;0;0;1;1136.44;5523.00;private;0;0
5539.00;xiahu_motorcycle_42;0;0;1172895350#7_0;0;0;1;654.29;5529.00;motorcycle;0;0
5561.00;xiahu_tricycle_41;0;0;1172895350#7_0;0;0;1;654.29;5546.00;tricycle;0;0
5565.00;xiahu_motorcycle_45;0;0;1172895350#7_0;0;0;1;654.28;5555.00;motorcycle;0;0
5571.00;jinxie_motorcycle_5;0;0;977360507#0_0;0;0;1;1136.46;5561.00;motorcycle;0;0
5576.00;xiahu_private_58;0;0;1172895350#7_0;0;0;1;654.29;5560.00;private;0;0
5580.00;xiahu_taxi_45;0;0;1172895350#7_0;0;0;1;654.29;5570.00;taxi;0;0
5585.00;xiahu_motorcycle_41;0;0;1172895350#7_0;0;0;1;654.27;5575.00;motorcycle;0;0
5597.00;jinxie_tricycle_5;0;0;977360507#0_0;0;0;1;1136.45;5587.00;tricycle;0;0
5613.00;xiahu_tricycle_38;0;0;1172895350#7_0;0;0;1;654.27;5603.00;tricycle;0;0
5617.00;xiahu_private_50;0;0;1172895350#7_0;0;0;1;654.28;5607.00;private;0;0
5617.00;jinxie_tricycle_3;0;0;977360507#0_0;0;0;1;1136.47;5607.00;tricycle;0;0
5622.00;jinxie_private_10;0;0;977360507#0_0;0;0;1;1136.45;5612.00;private;0;0
5650.00;xiahu_taxi_43;0;0;1172895350#7_0;0;0;1;654.28;5637.00;taxi;0;0
5652.00;xiahu_tricycle_45;0;0;1172895350#7_0;0;0;1;654.29;5642.00;tricycle;0;0
5656.00;xiahu_private_47;0;0;1172895350#7_0;0;0;1;654.28;5646.00;private;0;0
5656.00;jinxie_tricycle_1;0;0;977360507#0_0;0;0;1;1136.47;5638.00;tricycle;0;0
5662.00;jinxie_motorcycle_3;0;0;977360507#0_0;0;0;1;1136.46;5647.00;motorcycle;0;0
5665.00;xiahu_motorcycle_43;0;0;1172895350#7_0;0;0;1;654.27;5649.00;motorcycle;0;0
5667.00;jinxie_tricycle_2;0;0;977360507#0_0;0;0;1;1136.45;5650.00;tricycle;0;0
5672.00;jinxie_taxi_6;0;0;977360507#0_0;0;0;1;1136.46;5655.00;taxi;0;0
5673.00;jinxie_taxi_9;0;0;977360507#0_0;0;0;1;1136.47;5661.00;taxi;0;0
5674.00;xiahu_private_45;0;0;1172895350#7_0;0;0;1;654.28;5664.00;private;0;0
5676.00;jinxie_taxi_10;0;0;977360507#0_0;0;0;1;1136.46;5666.00;taxi;0;0
5685.00;jinxie_taxi_8;0;0;977360507#0_0;0;0;1;1136.47;5671.00;taxi;0;0
5691.00;xiahu_tricycle_36;0;0;1172895350#7_0;0;0;1;654.29;5680.00;tricycle;0;0
5694.00;jinxie_motorcycle_4;0;0;977360507#0_0;0;0;1;1136.47;5684.00;motorcycle;0;0
5696.00;xiahu_taxi_47;0;0;1172895350#7_0;0;0;1;654.27;5684.00;taxi;0;0
5706.00;xiahu_private_46;0;0;1172895350#7_0;0;0;1;654.28;5690.00;private;0;0
5707.00;xiahu_taxi_49;0;0;1172895350#7_0;0;0;1;654.28;5695.00;taxi;0;0
5712.00;xiahu_taxi_50;0;0;1172895350#7_0;0;0;1;654.28;5702.00;taxi;0;0
5720.00;houshan_private_0;0;0;1172895350#7_0;0;0;1;654.28;5705.00;private;0;0
5737.00;jinxie_motorcycle_1;0;0;977360507#0_0;0;0;1;1136.46;5727.00;motorcycle;0;0
5742.00;xiahu_tricycle_47;0;0;1172895350#7_0;0;0;1;654.28;5732.00;tricycle;0;0
5742.00;jinxie_taxi_7;0;0;977360507#0_0;0;0;1;1136.46;5732.00;taxi;0;0
5753.00;xiahu_motorcycle_60;0;0;1172895350#7_0;0;0;1;654.28;5737.00;motorcycle;0;0
5758.00;xiahu_motorcycle_62;0;0;1172895350#7_0;0;0;1;654.28;5747.00;motorcycle;0;0
5778.00;xiahu_motorcycle_54;0;0;1172895350#7_0;0;0;1;654.29;5763.00;motorcycle;0;0
5782.00;xiahu_tricycle_50;0;0;1172895350#7_0;0;0;1;654.29;5768.00;tricycle;0;0
5791.00;xiahu_motorcycle_59;0;0;1172895350#7_0;0;0;1;654.28;5773.00;motorcycle;0;0
5794.00;jinxie_motorcycle_2;0;0;977360507#0_0;0;0;1;1136.47;5784.00;motorcycle;0;0
5795.00;xiahu_motorcycle_64;0;0;1172895350#7_0;0;0;1;654.29;5785.00;motorcycle;0;0
5800.00;houshan_private_3;0;0;1172895350#7_0;0;0;1;654.29;5790.00;private;0;0
5801.00;xiahu_private_42;0;0;1172895350#7_0;0;0;1;654.28;5719.00;private;0;0
5802.00;xiahu_private_49;0;0;1172895350#7_0;0;0;1;654.29;5741.00;private;0;0
5803.00;xiahu_private_67;0;0;1172895350#7_0;0;0;1;654.29;5777.00;private;0;0
5804.00;xiahu_private_54;0;0;1172895350#7_0;0;0;1;654.29;5794.00;private;0;0
5805.00;xiahu_taxi_42;0;0;1172895350#7_0;0;0;1;654.29;5727.00;taxi;0;0
5806.00;xiahu_taxi_46;0;0;1172895350#7_0;0;0;1;654.29;5757.00;taxi;0;0
5807.00;xiahu_taxi_48;0;0;1172895350#7_0;0;0;1;654.29;5781.00;taxi;0;0
5808.00;xiahu_taxi_61;0;0;1172895350#7_0;0;0;1;654.28;5752.00;taxi;0;0
5808.00;jinxie_private_9;0;0;977360507#0_0;0;0;1;1136.43;5793.00;private;0;0
5809.00;xiahu_motorcycle_50;0;0;1172895350#7_0;0;0;1;654.28;5799.00;motorcycle;0;0
5809.00;jinxie_motorcycle_10;0;0;977360507#0_0;0;0;1;1136.47;5798.00;motorcycle;0;0
5813.00;jinxie_motorcycle_6;0;0;977360507#0_0;0;0;1;1136.45;5803.00;motorcycle;0;0
5817.00;jinxie_tricycle_6;0;0;977360507#0_0;0;0;1;1136.46;5807.00;tricycle;0;0
5824.00;xiahu_motorcycle_38;0;0;1172895350#7_0;0;0;1;654.25;5813.00;motorcycle;0;0
5829.00;xiahu_tricycle_64;0;0;1172895350#7_0;0;0;1;654.28;5817.00;tricycle;0;0
5839.00;houshan_private_1;0;0;1172895350#7_0;0;0;1;654.28;5823.00;private;0;0
5840.00;xiahu_private_48;0;0;1172895350#7_0;0;0;1;654.28;5820.00;private;0;0
5840.00;jinxie_motorcycle_8;0;0;977360507#0_0;0;0;1;1136.46;5830.00;motorcycle;0;0
5841.00;xiahu_taxi_67;0;0;1172895350#7_0;0;0;1;654.28;5828.00;taxi;0;0
5845.00;jinxie_tricycle_10;0;0;977360507#0_0;0;0;1;1136.47;5835.00;tricycle;0;0
5870.00;jinxie_motorcycle_9;0;0;977360507#0_0;0;0;1;1136.46;5860.00;motorcycle;0;0
5875.00;jinxie_private_12;0;0;977360507#0_0;0;0;1;1136.43;5865.00;private;0;0
5879.00;xiahu_motorcycle_56;0;0;1172895350#7_0;0;0;1;654.29;5834.00;motorcycle;0;0
5880.00;xiahu_tricycle_46;0;0;1172895350#7_0;0;0;1;654.26;5856.00;tricycle;0;0
5893.00;jinxie_tricycle_9;0;0;977360507#0_0;0;0;1;1136.46;5880.00;tricycle;0;0
5895.00;jinxie_private_13;0;0;977360507#0_0;0;0;1;1136.47;5885.00;private;0;0
5900.00;xiahu_tricycle_48;0;0;1172895350#7_0;0;0;1;654.29;5885.00;tricycle;0;0
5907.00;jinxie_tricycle_7;0;0;977360507#0_0;0;0;1;1136.46;5892.00;tricycle;0;0
5911.00;houshan_motorcycle_0;0;0;1172895350#7_0;0;0;1;654.29;5873.00;motorcycle;0;0
5916.00;jinxie_private_14;0;0;977360507#0_0;0;0;1;1136.47;5906.00;private;0;0
5918.00;xiahu_motorcycle_46;0;0;1172895350#7_0;0;0;1;654.28;5907.00;motorcycle;0;0
5927.00;xiahu_motorcycle_47;0;0;1172895350#7_0;0;0;1;654.29;5870.00;motorcycle;0;0
5932.00;xiahu_motorcycle_52;0;0;1172895350#7_0;0;0;1;654.28;5846.00;motorcycle;0;0
5937.00;xiahu_tricycle_51;0;0;1172895350#7_0;0;0;1;654.28;5861.00;tricycle;0;0
5943.00;xiahu_private_51;0;0;1172895350#7_0;0;0;1;654.28;5838.00;private;0;0
5943.00;jinxie_taxi_14;0;0;977360507#0_0;0;0;1;1136.46;5933.00;taxi;0;0
5944.00;xiahu_private_57;0;0;1172895350#7_0;0;0;1;654.29;5917.00;private;0;0
5945.00;xiahu_motorcycle_53;0;0;1172895350#7_0;0;0;1;654.28;5922.00;motorcycle;0;0
5952.00;xiahu_motorcycle_49;0;0;1172895350#7_0;0;0;1;654.29;5936.00;motorcycle;0;0
5962.00;xiahu_motorcycle_55;0;0;1172895350#7_0;0;0;1;654.28;5899.00;motorcycle;0;0
5966.00;xiahu_motorcycle_61;0;0;1172895350#7_0;0;0;1;654.27;5904.00;motorcycle;0;0
5968.00;jinxie_tricycle_8;0;0;977360507#0_0;0;0;1;1136.45;5958.00;tricycle;0;0
5970.00;xiahu_motorcycle_63;0;0;1172895350#7_0;0;0;1;654.27;5878.00;motorcycle;0;0
5971.00;jinxie_taxi_13;0;0;977360507#0_0;0;0;1;1136.44;5961.00;taxi;0;0
5976.00;xiahu_motorcycle_66;0;0;1172895350#7_0;0;0;1;654.29;5894.00;motorcycle;0;0
5982.00;xiahu_taxi_71;0;0;1172895350#7_0;0;0;1;654.29;5926.00;taxi;0;0
5983.00;xiahu_motorcycle_68;0;0;1172895350#7_0;0;0;1;654.28;5890.00;motorcycle;0;0
5984.00;xiahu_tricycle_49;0;0;1172895350#7_0;0;0;1;654.28;5942.00;tricycle;0;0
5995.00;xiahu_private_59;0;0;1172895350#7_0;0;0;1;654.28;5931.00;private;0;0
5995.00;jinxie_private_11;0;0;977360507#0_0;0;0;1;1136.43;5985.00;private;0;0
6002.00;xiahu_taxi_51;0;0;1172895350#7_0;0;0;1;654.26;5910.00;taxi;0;0
6003.00;xiahu_taxi_52;0;0;1172895350#7_0;0;0;1;654.26;5961.00;taxi;0;0
6004.00;xiahu_taxi_54;0;0;1172895350#7_0;0;0;1;654.27;5951.00;taxi;0;0
6004.00;jinxie_taxi_11;0;0;977360507#0_0;0;0;1;1136.46;5993.00;taxi;0;0
6005.00;xiahu_taxi_55;0;0;1172895350#7_0;0;0;1;654.28;5965.00;taxi;0;0
6006.00;xiahu_taxi_56;0;0;1172895350#7_0;0;0;1;654.27;5981.00;taxi;0;0
6007.00;xiahu_taxi_57;0;0;1172895350#7_0;0;0;1;654.27;5975.00;taxi;0;0
6008.00;xiahu_taxi_60;0;0;1172895350#7_0;0;0;1;654.28;5969.00;taxi;0;0
6009.00;xiahu_taxi_69;0;0;1172895350#7_0;0;0;1;654.27;5956.00;taxi;0;0
6010.00;xiahu_tricycle_53;0;0;1172895350#7_0;0;0;1;654.29;5994.00;tricycle;0;0
6013.00;jinxie_taxi_15;0;0;977360507#0_0;0;0;1;1136.47;6003.00;taxi;0;0
6017.00;xiahu_tricycle_55;0;0;1172895350#7_0;0;0;1;654.29;5866.00;tricycle;0;0
6018.00;xiahu_tricycle_56;0;0;1172895350#7_0;0;0;1;654.28;5988.00;tricycle;0;0
6024.00;xiahu_private_55;0;0;1172895350#7_0;0;0;1;654.28;6001.00;private;0;0
6025.00;xiahu_tricycle_65;0;0;1172895350#7_0;0;0;1;654.27;5851.00;tricycle;0;0
6026.00;houshan_taxi_4;0;0;1172895350#7_0;0;0;1;654.27;6016.00;taxi;0;0
6040.00;xiahu_tricycle_60;0;0;1172895350#7_0;0;0;1;654.26;6023.00;tricycle;0;0
6041.00;xiahu_tricycle_57;0;0;1172895350#7_0;0;0;1;654.29;6031.00;tricycle;0;0
6044.00;liujin_private_1;0;0;-51691749#4_0;0;0;1;143.76;6034.00;private;0;0
6049.00;xiahu_private_60;0;0;1172895350#7_0;0;0;1;654.27;6039.00;private;0;0
6052.00;jinxie_private_15;0;0;977360507#0_0;0;0;1;1136.46;6042.00;private;0;0
6070.00;xiahu_taxi_58;0;0;1172895350#7_0;0;0;1;654.29;6058.00;taxi;0;0
6074.00;xiahu_motorcycle_72;0;0;1172895350#7_0;0;0;1;654.27;6064.00;motorcycle;0;0
6074.00;jinxie_motorcycle_12;0;0;977360507#0_0;0;0;1;1136.46;6064.00;motorcycle;0;0
6077.00;xiahu_taxi_72;0;0;1172895350#7_0;0;0;1;654.29;6067.00;taxi;0;0
6079.00;xiahu_motorcycle_57;0;0;1172895350#7_0;0;0;1;654.29;6069.00;motorcycle;0;0
6098.00;xiahu_motorcycle_48;0;0;1172895350#7_0;0;0;1;654.28;6087.00;motorcycle;0;0
6103.00;liujin_tricycle_0;0;0;-51691749#4_0;0;0;1;143.78;6093.00;tricycle;0;0
6103.00;xiahu_taxi_59;0;0;1172895350#7_0;0;0;1;654.29;6092.00;taxi;0;0
6107.00;xiahu_private_77;0;0;1172895350#7_0;0;0;1;654.28;6097.00;private;0;0
6122.00;xiahu_tricycle_52;0;0;1172895350#7_0;0;0;1;654.29;6102.00;tricycle;0;0
6126.00;xiahu_tricycle_75;0;0;1172895350#7_0;0;0;1;654.29;6116.00;tricycle;0;0
6135.00;xiahu_tricycle_59;0;0;1172895350#7_0;0;0;1;654.27;6121.00;tricycle;0;0
6144.00;xiahu_motorcycle_76;0;0;1172895350#7_0;0;0;1;654.28;6134.00;motorcycle;0;0
6168.00;xiahu_motorcycle_73;0;0;1172895350#7_0;0;0;1;654.28;6158.00;motorcycle;0;0
6171.00;xiahu_tricycle_58;0;0;1172895350#7_0;0;0;1;654.29;6161.00;tricycle;0;0
6186.00;liujin_taxi_0;0;0;-51691749#4_0;0;0;1;143.79;6176.00;taxi;0;0
6189.00;xiahu_motorcycle_51;0;0;1172895350#7_0;0;0;1;654.29;6178.00;motorcycle;0;0
6197.00;jinxie_motorcycle_19;0;0;977360507#0_0;0;0;1;1136.47;6187.00;motorcycle;0;0
6198.00;xiahu_tricycle_54;0;0;1172895350#7_0;0;0;1;654.28;6183.00;tricycle;0;0
6202.00;jinxie_motorcycle_7;0;0;977360507#0_0;0;0;1;1136.45;6192.00;motorcycle;0;0
6204.00;xiahu_motorcycle_58;0;0;1172895350#7_0;0;0;1;654.29;6193.00;motorcycle;0;0
6208.00;jinxie_motorcycle_11;0;0;977360507#0_0;0;0;1;1136.46;6196.00;motorcycle;0;0
6209.00;jinxie_motorcycle_14;0;0;977360507#0_0;0;0;1;1136.46;6179.00;motorcycle;0;0
6219.00;liujin_private_0;0;0;-51691749#4_0;0;0;1;143.78;6209.00;private;0;0
6222.00;jinxie_private_19;0;0;977360507#0_0;0;0;1;1136.47;6201.00;private;0;0
6223.00;jinxie_taxi_12;0;0;977360507#0_0;0;0;1;1136.46;6183.00;taxi;0;0
6224.00;jinxie_taxi_18;0;0;977360507#0_0;0;0;1;1136.47;6207.00;taxi;0;0
6225.00;jinxie_tricycle_11;0;0;977360507#0_0;0;0;1;1136.44;6214.00;tricycle;0;0
6231.00;jinxie_private_17;0;0;977360507#0_0;0;0;1;1136.45;6221.00;private;0;0
6251.00;jinxie_taxi_20;0;0;977360507#0_0;0;0;1;1136.45;6241.00;taxi;0;0
6252.00;xiahu_private_52;0;0;1172895350#7_0;0;0;1;654.29;6234.00;private;0;0
6253.00;xiahu_private_56;0;0;1172895350#7_0;0;0;1;654.28;6188.00;private;0;0
6254.00;xiahu_private_61;0;0;1172895350#7_0;0;0;1;654.25;6197.00;private;0;0
6255.00;xiahu_private_62;0;0;1172895350#7_0;0;0;1;654.28;6203.00;private;0;0
6256.00;xiahu_private_64;0;0;1172895350#7_0;0;0;1;654.28;6209.00;private;0;0
6257.00;xiahu_private_66;0;0;1172895350#7_0;0;0;1;654.28;6243.00;private;0;0
6258.00;xiahu_private_68;0;0;1172895350#7_0;0;0;1;654.29;6247.00;private;0;0
6259.00;houshan_taxi_0;0;0;1172895350#7_0;0;0;1;654.28;6228.00;taxi;0;0
6260.00;xiahu_taxi_62;0;0;1172895350#7_0;0;0;1;654.27;6222.00;taxi;0;0
6261.00;xiahu_private_65;0;0;1172895350#7_0;0;0;1;654.26;6251.00;private;0;0
6262.00;xiahu_taxi_63;0;0;1172895350#7_0;0;0;1;654.27;6218.00;taxi;0;0
6263.00;xiahu_taxi_64;0;0;1172895350#7_0;0;0;1;654.29;6239.00;taxi;0;0
6276.00;jinxie_motorcycle_13;0;0;977360507#0_0;0;0;1;1136.47;6266.00;motorcycle;0;0
6280.00;jinxie_motorcycle_17;0;0;977360507#0_0;0;0;1;1136.46;6270.00;motorcycle;0;0
6295.00;xiahu_tricycle_62;0;0;1172895350#7_0;0;0;1;654.26;6283.00;tricycle;0;0
6312.00;jinxie_motorcycle_16;0;0;977360507#0_0;0;0;1;1136.43;6302.00;motorcycle;0;0
6313.00;houshan_tricycle_0;0;0;1172895350#7_0;0;0;1;654.28;6300.00;tricycle;0;0
